SALE_DATE;CUSTOMER_NR;PRODUCT_NR;CASH_POINT_NR;QTY;AMOUNT;CASH_OR_PLASTIC;CASHIER_EMP_NR;DISPLAY_PROD_CAT_NR;EXTRACT_DATE
2019-03-31;444;P00000361;8;1;6;P;47;27;"2022-11-02 00:00:00.000000"
2019-03-31;444;P00000361;8;1;6;P;47;27;"2022-11-02 00:00:00.000000"
2019-04-01;406;P00000361;29;13;295.1;C;45;113;"2022-11-02 00:00:00.000000"
2019-04-01;406;P00000361;29;13;295.1;C;45;113;"2022-11-02 00:00:00.000000"
2019-04-02;368;P00000361;50;10;164;C;43;13;"2022-11-02 00:00:00.000000"
2019-04-02;368;P00000361;50;10;164;C;43;13;"2022-11-02 00:00:00.000000"
2019-04-03;330;P00000361;71;7;70.7;P;41;36;"2022-11-02 00:00:00.000000"
2019-04-03;330;P00000361;71;7;70.7;P;41;36;"2022-11-02 00:00:00.000000"
2019-04-04;292;P00000361;92;4;15.2;C;39;31;"2022-11-02 00:00:00.000000"
2019-04-04;292;P00000361;92;4;15.2;C;39;31;"2022-11-02 00:00:00.000000"
2019-04-05;254;P00000361;15;1;20.5;C;37;56;"2022-11-02 00:00:00.000000"
2019-04-05;254;P00000361;15;1;20.5;C;37;56;"2022-11-02 00:00:00.000000"
2019-04-06;216;P00000361;36;13;184.6;P;35;17;"2022-11-02 00:00:00.000000"
2019-04-06;216;P00000361;36;13;184.6;P;35;17;"2022-11-02 00:00:00.000000"
2019-04-07;178;P00000361;57;10;79;C;33;98;"2022-11-02 00:00:00.000000"
2019-04-07;178;P00000361;57;10;79;C;33;98;"2022-11-02 00:00:00.000000"
2019-04-08;140;P00000361;78;7;11.2;C;31;29;"2022-11-02 00:00:00.000000"
2019-04-08;140;P00000361;78;7;11.2;C;31;29;"2022-11-02 00:00:00.000000"
2019-04-09;102;P00000361;1;4;73.2;P;29;16;"2022-11-02 00:00:00.000000"
2019-04-09;102;P00000361;1;4;73.2;P;29;16;"2022-11-02 00:00:00.000000"
2019-04-10;64;P00000361;22;1;12;C;27;66;"2022-11-02 00:00:00.000000"
2019-04-10;64;P00000361;22;1;12;C;27;66;"2022-11-02 00:00:00.000000"
2019-04-11;26;P00000361;43;13;74.1;C;25;76;"2022-11-02 00:00:00.000000"
2019-04-11;26;P00000361;43;13;74.1;C;25;76;"2022-11-02 00:00:00.000000"
2019-04-12;483;P00000361;64;10;224;P;23;74;"2022-11-02 00:00:00.000000"
2019-04-12;483;P00000361;64;10;224;P;23;74;"2022-11-02 00:00:00.000000"
2019-04-13;445;P00000361;85;7;112.7;C;21;48;"2022-11-02 00:00:00.000000"
2019-04-13;445;P00000361;85;7;112.7;C;21;48;"2022-11-02 00:00:00.000000"
2019-04-14;407;P00000361;8;4;39.2;C;19;82;"2022-11-02 00:00:00.000000"
2019-04-14;407;P00000361;8;4;39.2;C;19;82;"2022-11-02 00:00:00.000000"
2019-04-15;369;P00000361;29;1;3.5;P;17;63;"2022-11-02 00:00:00.000000"
2019-04-15;369;P00000361;29;1;3.5;P;17;63;"2022-11-02 00:00:00.000000"
2019-04-16;331;P00000361;50;13;262.6;C;15;102;"2022-11-02 00:00:00.000000"
2019-04-16;331;P00000361;50;13;262.6;C;15;102;"2022-11-02 00:00:00.000000"
2019-04-17;293;P00000361;71;10;139;C;13;103;"2022-11-02 00:00:00.000000"
2019-04-17;293;P00000361;71;10;139;C;13;103;"2022-11-02 00:00:00.000000"
2019-04-18;255;P00000361;92;7;53.2;P;11;23;"2022-11-02 00:00:00.000000"
2019-04-18;255;P00000361;92;7;53.2;P;11;23;"2022-11-02 00:00:00.000000"
2019-04-19;217;P00000361;15;4;5.2;C;9;67;"2022-11-02 00:00:00.000000"
2020-04-24;429;P00000348;64;1;17;P;44;36;"2022-11-02 00:00:00.000000"
2020-04-24;429;P00000348;64;1;17;P;44;36;"2022-11-02 00:00:00.000000"
2020-04-25;391;P00000348;85;13;139.1;C;42;31;"2022-11-02 00:00:00.000000"
2020-04-25;391;P00000348;85;13;139.1;C;42;31;"2022-11-02 00:00:00.000000"
2020-04-26;353;P00000348;8;10;44;C;40;56;"2022-11-02 00:00:00.000000"
2020-04-26;353;P00000348;8;10;44;C;40;56;"2022-11-02 00:00:00.000000"
2020-04-27;315;P00000348;29;7;147.7;P;38;17;"2022-11-02 00:00:00.000000"
2020-04-27;315;P00000348;29;7;147.7;P;38;17;"2022-11-02 00:00:00.000000"
2020-04-28;277;P00000348;50;4;59.2;C;36;98;"2022-11-02 00:00:00.000000"
2020-04-28;277;P00000348;50;4;59.2;C;36;98;"2022-11-02 00:00:00.000000"
2020-04-29;239;P00000348;71;1;8.5;C;34;29;"2022-11-02 00:00:00.000000"
2020-04-29;239;P00000348;71;1;8.5;C;34;29;"2022-11-02 00:00:00.000000"
2020-04-30;201;P00000348;92;13;28.6;P;32;16;"2022-11-02 00:00:00.000000"
2020-04-30;201;P00000348;92;13;28.6;P;32;16;"2022-11-02 00:00:00.000000"
2020-05-01;163;P00000348;15;10;189;C;30;66;"2022-11-02 00:00:00.000000"
2020-05-01;163;P00000348;15;10;189;C;30;66;"2022-11-02 00:00:00.000000"
2020-05-02;125;P00000348;36;7;88.2;C;28;76;"2022-11-02 00:00:00.000000"
2020-05-02;125;P00000348;36;7;88.2;C;28;76;"2022-11-02 00:00:00.000000"
2020-05-03;87;P00000348;57;4;25.2;P;26;74;"2022-11-02 00:00:00.000000"
2020-05-03;87;P00000348;57;4;25.2;P;26;74;"2022-11-02 00:00:00.000000"
2020-05-04;49;P00000348;78;1;0;C;24;48;"2022-11-02 00:00:00.000000"
2020-05-04;49;P00000348;78;1;0;C;24;48;"2022-11-02 00:00:00.000000"
2020-05-05;11;P00000348;1;13;217.1;C;22;82;"2022-11-02 00:00:00.000000"
2020-05-05;11;P00000348;1;13;217.1;C;22;82;"2022-11-02 00:00:00.000000"
2020-05-06;468;P00000347;22;10;104;P;20;63;"2022-11-02 00:00:00.000000"
2020-05-06;468;P00000347;22;10;104;P;20;63;"2022-11-02 00:00:00.000000"
2020-05-07;430;P00000347;43;7;28.7;C;18;102;"2022-11-02 00:00:00.000000"
2020-05-07;430;P00000347;43;7;28.7;C;18;102;"2022-11-02 00:00:00.000000"
2020-05-08;392;P00000347;64;4;83.2;C;16;103;"2022-11-02 00:00:00.000000"
2020-05-08;392;P00000347;64;4;83.2;C;16;103;"2022-11-02 00:00:00.000000"
2020-05-09;354;P00000347;85;1;14.5;P;14;23;"2022-11-02 00:00:00.000000"
2020-05-09;354;P00000347;85;1;14.5;P;14;23;"2022-11-02 00:00:00.000000"
2020-05-10;316;P00000347;8;13;106.6;C;12;67;"2022-11-02 00:00:00.000000"
2020-05-10;316;P00000347;8;13;106.6;C;12;67;"2022-11-02 00:00:00.000000"
2020-05-11;278;P00000347;29;10;19;C;10;45;"2022-11-02 00:00:00.000000"
2020-05-11;278;P00000347;29;10;19;C;10;45;"2022-11-02 00:00:00.000000"
2020-05-12;240;P00000347;50;7;130.2;P;8;114;"2022-11-02 00:00:00.000000"
2020-05-12;240;P00000347;50;7;130.2;P;8;114;"2022-11-02 00:00:00.000000"
2020-05-13;202;P00000347;71;4;49.2;C;6;81;"2022-11-02 00:00:00.000000"
2020-05-13;202;P00000347;71;4;49.2;C;6;81;"2022-11-02 00:00:00.000000"
2020-05-14;164;P00000347;92;1;6;C;4;2;"2022-11-02 00:00:00.000000"
2020-05-14;164;P00000347;92;1;6;C;4;2;"2022-11-02 00:00:00.000000"
2020-05-15;126;P00000347;15;13;295.1;P;2;118;"2022-11-02 00:00:00.000000"
2020-05-15;126;P00000347;15;13;295.1;P;2;118;"2022-11-02 00:00:00.000000"
2020-05-16;88;P00000347;36;10;164;C;49;85;"2022-11-02 00:00:00.000000"
2020-05-16;88;P00000347;36;10;164;C;49;85;"2022-11-02 00:00:00.000000"
2020-05-17;50;P00000347;57;7;70.7;C;47;26;"2022-11-02 00:00:00.000000"
2020-05-17;50;P00000347;57;7;70.7;C;47;26;"2022-11-02 00:00:00.000000"
2020-05-18;12;P00000347;78;4;15.2;P;45;65;"2022-11-02 00:00:00.000000"
2020-05-18;12;P00000347;78;4;15.2;P;45;65;"2022-11-02 00:00:00.000000"
2020-05-19;469;P00000347;1;1;20.5;C;43;86;"2022-11-02 00:00:00.000000"
2020-05-19;469;P00000347;1;1;20.5;C;43;86;"2022-11-02 00:00:00.000000"
2020-05-20;431;P00000347;22;13;184.6;C;41;47;"2022-11-02 00:00:00.000000"
2020-05-20;431;P00000347;22;13;184.6;C;41;47;"2022-11-02 00:00:00.000000"
2020-05-21;393;P00000347;43;10;79;P;39;79;"2022-11-02 00:00:00.000000"
2020-05-21;393;P00000347;43;10;79;P;39;79;"2022-11-02 00:00:00.000000"
2020-05-22;355;P00000347;64;7;11.2;C;37;42;"2022-11-02 00:00:00.000000"
2020-05-22;355;P00000347;64;7;11.2;C;37;42;"2022-11-02 00:00:00.000000"
2020-05-23;317;P00000347;85;4;73.2;C;35;112;"2022-11-02 00:00:00.000000"
2020-05-23;317;P00000347;85;4;73.2;C;35;112;"2022-11-02 00:00:00.000000"
2020-05-24;279;P00000347;8;1;12;P;33;27;"2022-11-02 00:00:00.000000"
2020-05-24;279;P00000347;8;1;12;P;33;27;"2022-11-02 00:00:00.000000"
2020-05-25;241;P00000347;29;13;74.1;C;31;113;"2022-11-02 00:00:00.000000"
2020-05-25;241;P00000347;29;13;74.1;C;31;113;"2022-11-02 00:00:00.000000"
2020-05-26;203;P00000347;50;10;224;C;29;13;"2022-11-02 00:00:00.000000"
2020-05-26;203;P00000347;50;10;224;C;29;13;"2022-11-02 00:00:00.000000"
2020-05-27;165;P00000347;71;7;112.7;P;27;36;"2022-11-02 00:00:00.000000"
2020-05-27;165;P00000347;71;7;112.7;P;27;36;"2022-11-02 00:00:00.000000"
2020-05-28;127;P00000347;92;4;39.2;C;25;31;"2022-11-02 00:00:00.000000"
2020-05-28;127;P00000347;92;4;39.2;C;25;31;"2022-11-02 00:00:00.000000"
2020-05-29;89;P00000347;15;1;3.5;C;23;56;"2022-11-02 00:00:00.000000"
2020-05-29;89;P00000347;15;1;3.5;C;23;56;"2022-11-02 00:00:00.000000"
2020-05-30;51;P00000347;36;13;262.6;P;21;17;"2022-11-02 00:00:00.000000"
2020-05-30;51;P00000347;36;13;262.6;P;21;17;"2022-11-02 00:00:00.000000"
2020-05-31;13;P00000347;57;10;139;C;19;98;"2022-11-02 00:00:00.000000"
2020-05-31;13;P00000347;57;10;139;C;19;98;"2022-11-02 00:00:00.000000"
2020-06-01;470;P00000347;78;7;53.2;C;17;29;"2022-11-02 00:00:00.000000"
2020-06-01;470;P00000347;78;7;53.2;C;17;29;"2022-11-02 00:00:00.000000"
2020-06-02;432;P00000347;1;4;5.2;P;15;16;"2022-11-02 00:00:00.000000"
2020-06-02;432;P00000347;1;4;5.2;P;15;16;"2022-11-02 00:00:00.000000"
2020-06-03;394;P00000347;22;1;18;C;13;66;"2022-11-02 00:00:00.000000"
2020-06-03;394;P00000347;22;1;18;C;13;66;"2022-11-02 00:00:00.000000"
2020-06-04;356;P00000347;43;13;152.1;C;11;76;"2022-11-02 00:00:00.000000"
2020-06-04;356;P00000347;43;13;152.1;C;11;76;"2022-11-02 00:00:00.000000"
2020-06-05;318;P00000347;64;10;54;P;9;74;"2022-11-02 00:00:00.000000"
2020-06-05;318;P00000347;64;10;54;P;9;74;"2022-11-02 00:00:00.000000"
2020-06-06;280;P00000347;85;7;154.7;C;7;48;"2022-11-02 00:00:00.000000"
2020-06-06;280;P00000347;85;7;154.7;C;7;48;"2022-11-02 00:00:00.000000"
2020-06-07;242;P00000347;8;4;63.2;C;5;82;"2022-11-02 00:00:00.000000"
2020-06-07;242;P00000347;8;4;63.2;C;5;82;"2022-11-02 00:00:00.000000"
2020-06-08;204;P00000347;29;1;9.5;P;3;63;"2022-11-02 00:00:00.000000"
2020-06-08;204;P00000347;29;1;9.5;P;3;63;"2022-11-02 00:00:00.000000"
2020-06-09;166;P00000347;50;13;41.6;C;1;102;"2022-11-02 00:00:00.000000"
2020-06-09;166;P00000347;50;13;41.6;C;1;102;"2022-11-02 00:00:00.000000"
2020-06-10;128;P00000347;71;10;199;C;48;103;"2022-11-02 00:00:00.000000"
2020-06-10;128;P00000347;71;10;199;C;48;103;"2022-11-02 00:00:00.000000"
2020-06-11;90;P00000347;92;7;95.2;P;46;23;"2022-11-02 00:00:00.000000"
2020-06-11;90;P00000347;92;7;95.2;P;46;23;"2022-11-02 00:00:00.000000"
2020-06-12;52;P00000347;15;4;29.2;C;44;67;"2022-11-02 00:00:00.000000"
2020-06-12;52;P00000347;15;4;29.2;C;44;67;"2022-11-02 00:00:00.000000"
2020-06-13;14;P00000347;36;1;1;C;42;45;"2022-11-02 00:00:00.000000"
2020-06-13;14;P00000347;36;1;1;C;42;45;"2022-11-02 00:00:00.000000"
2020-06-14;471;P00000347;57;13;230.1;P;40;114;"2022-11-02 00:00:00.000000"
2020-06-14;471;P00000347;57;13;230.1;P;40;114;"2022-11-02 00:00:00.000000"
2020-06-15;433;P00000347;78;10;114;C;38;81;"2022-11-02 00:00:00.000000"
2020-06-15;433;P00000347;78;10;114;C;38;81;"2022-11-02 00:00:00.000000"
2020-06-16;395;P00000347;1;7;35.7;C;36;2;"2022-11-02 00:00:00.000000"
2020-06-16;395;P00000347;1;7;35.7;C;36;2;"2022-11-02 00:00:00.000000"
2020-06-17;357;P00000347;22;4;87.2;P;34;118;"2022-11-02 00:00:00.000000"
2020-06-17;357;P00000347;22;4;87.2;P;34;118;"2022-11-02 00:00:00.000000"
2020-06-18;319;P00000347;43;1;15.5;C;32;85;"2022-11-02 00:00:00.000000"
2020-06-18;319;P00000347;43;1;15.5;C;32;85;"2022-11-02 00:00:00.000000"
2020-06-19;281;P00000347;64;13;119.6;C;30;26;"2022-11-02 00:00:00.000000"
2020-06-19;281;P00000347;64;13;119.6;C;30;26;"2022-11-02 00:00:00.000000"
2020-06-20;243;P00000347;85;10;29;P;28;65;"2022-11-02 00:00:00.000000"
2020-06-20;243;P00000347;85;10;29;P;28;65;"2022-11-02 00:00:00.000000"
2020-06-21;205;P00000347;8;7;137.2;C;26;86;"2022-11-02 00:00:00.000000"
2020-06-21;205;P00000347;8;7;137.2;C;26;86;"2022-11-02 00:00:00.000000"
2020-06-22;167;P00000347;29;4;53.2;C;24;47;"2022-11-02 00:00:00.000000"
2020-06-22;167;P00000347;29;4;53.2;C;24;47;"2022-11-02 00:00:00.000000"
2020-06-23;129;P00000347;50;1;7;P;22;79;"2022-11-02 00:00:00.000000"
2020-06-23;129;P00000347;50;1;7;P;22;79;"2022-11-02 00:00:00.000000"
2020-06-24;91;P00000347;71;13;9.1;C;20;42;"2022-11-02 00:00:00.000000"
2020-06-24;91;P00000347;71;13;9.1;C;20;42;"2022-11-02 00:00:00.000000"
2020-06-25;53;P00000347;92;10;174;C;18;112;"2022-11-02 00:00:00.000000"
2020-06-25;53;P00000347;92;10;174;C;18;112;"2022-11-02 00:00:00.000000"
2020-06-26;15;P00000347;15;7;77.7;P;16;27;"2022-11-02 00:00:00.000000"
2020-06-26;15;P00000347;15;7;77.7;P;16;27;"2022-11-02 00:00:00.000000"
2020-06-27;472;P00000347;36;4;19.2;C;14;113;"2022-11-02 00:00:00.000000"
2020-06-27;472;P00000347;36;4;19.2;C;14;113;"2022-11-02 00:00:00.000000"
2020-06-28;434;P00000347;57;1;21.5;C;12;13;"2022-11-02 00:00:00.000000"
2020-06-28;434;P00000347;57;1;21.5;C;12;13;"2022-11-02 00:00:00.000000"
2020-06-29;396;P00000347;78;13;197.6;P;10;36;"2022-11-02 00:00:00.000000"
2020-06-29;396;P00000347;78;13;197.6;P;10;36;"2022-11-02 00:00:00.000000"
2020-06-30;358;P00000347;1;10;89;C;8;31;"2022-11-02 00:00:00.000000"
2020-06-30;358;P00000347;1;10;89;C;8;31;"2022-11-02 00:00:00.000000"
2020-07-01;320;P00000347;22;7;18.2;C;6;56;"2022-11-02 00:00:00.000000"
2020-07-01;320;P00000347;22;7;18.2;C;6;56;"2022-11-02 00:00:00.000000"
2020-07-02;282;P00000347;43;4;77.2;P;4;17;"2022-11-02 00:00:00.000000"
2020-07-02;282;P00000347;43;4;77.2;P;4;17;"2022-11-02 00:00:00.000000"
2020-07-03;244;P00000347;64;1;13;C;2;98;"2022-11-02 00:00:00.000000"
2020-07-03;244;P00000347;64;1;13;C;2;98;"2022-11-02 00:00:00.000000"
2020-07-04;206;P00000347;85;13;87.1;C;49;29;"2022-11-02 00:00:00.000000"
2020-07-04;206;P00000347;85;13;87.1;C;49;29;"2022-11-02 00:00:00.000000"
2020-07-05;168;P00000347;8;10;4;P;47;16;"2022-11-02 00:00:00.000000"
2020-07-05;168;P00000347;8;10;4;P;47;16;"2022-11-02 00:00:00.000000"
2020-07-06;130;P00000347;29;7;119.7;C;45;66;"2022-11-02 00:00:00.000000"
2020-07-06;130;P00000347;29;7;119.7;C;45;66;"2022-11-02 00:00:00.000000"
2020-07-07;92;P00000347;50;4;43.2;C;43;76;"2022-11-02 00:00:00.000000"
2020-07-07;92;P00000347;50;4;43.2;C;43;76;"2022-11-02 00:00:00.000000"
2020-07-08;54;P00000347;71;1;4.5;P;41;74;"2022-11-02 00:00:00.000000"
2020-07-08;54;P00000347;71;1;4.5;P;41;74;"2022-11-02 00:00:00.000000"
2020-07-09;16;P00000347;92;13;275.6;C;39;48;"2022-11-02 00:00:00.000000"
2020-07-09;16;P00000347;92;13;275.6;C;39;48;"2022-11-02 00:00:00.000000"
2020-07-10;473;P00000347;15;10;149;C;37;82;"2022-11-02 00:00:00.000000"
2020-07-10;473;P00000347;15;10;149;C;37;82;"2022-11-02 00:00:00.000000"
2020-07-11;435;P00000347;36;7;60.2;P;35;63;"2022-11-02 00:00:00.000000"
2020-07-11;435;P00000347;36;7;60.2;P;35;63;"2022-11-02 00:00:00.000000"
2020-07-12;397;P00000347;57;4;9.2;C;33;102;"2022-11-02 00:00:00.000000"
2020-07-12;397;P00000347;57;4;9.2;C;33;102;"2022-11-02 00:00:00.000000"
2020-07-13;359;P00000347;78;1;19;C;31;103;"2022-11-02 00:00:00.000000"
2020-07-13;359;P00000347;78;1;19;C;31;103;"2022-11-02 00:00:00.000000"
2019-09-08;221;P00000460;57;13;204.1;C;5;56;"2022-11-02 00:00:00.000000"
2019-09-09;183;P00000460;78;10;94;P;3;17;"2022-11-02 00:00:00.000000"
2019-09-09;183;P00000460;78;10;94;P;3;17;"2022-11-02 00:00:00.000000"
2019-09-10;145;P00000460;1;7;21.7;C;1;98;"2022-11-02 00:00:00.000000"
2019-09-10;145;P00000460;1;7;21.7;C;1;98;"2022-11-02 00:00:00.000000"
2019-09-11;107;P00000460;22;4;79.2;C;48;29;"2022-11-02 00:00:00.000000"
2019-09-11;107;P00000460;22;4;79.2;C;48;29;"2022-11-02 00:00:00.000000"
2019-09-12;69;P00000460;43;1;13.5;P;46;16;"2022-11-02 00:00:00.000000"
2019-09-12;69;P00000460;43;1;13.5;P;46;16;"2022-11-02 00:00:00.000000"
2019-09-13;31;P00000460;64;13;93.6;C;44;66;"2022-11-02 00:00:00.000000"
2019-09-13;31;P00000460;64;13;93.6;C;44;66;"2022-11-02 00:00:00.000000"
2019-09-14;488;P00000460;85;10;9;C;42;76;"2022-11-02 00:00:00.000000"
2019-09-14;488;P00000460;85;10;9;C;42;76;"2022-11-02 00:00:00.000000"
2019-09-15;450;P00000460;8;7;123.2;P;40;74;"2022-11-02 00:00:00.000000"
2019-09-15;450;P00000460;8;7;123.2;P;40;74;"2022-11-02 00:00:00.000000"
2019-09-16;412;P00000460;29;4;45.2;C;38;48;"2022-11-02 00:00:00.000000"
2019-09-16;412;P00000460;29;4;45.2;C;38;48;"2022-11-02 00:00:00.000000"
2019-09-17;374;P00000460;50;1;5;C;36;82;"2022-11-02 00:00:00.000000"
2019-09-17;374;P00000460;50;1;5;C;36;82;"2022-11-02 00:00:00.000000"
2019-09-18;336;P00000459;71;13;282.1;P;34;63;"2022-11-02 00:00:00.000000"
2019-09-18;336;P00000459;71;13;282.1;P;34;63;"2022-11-02 00:00:00.000000"
2019-09-19;298;P00000459;92;10;154;C;32;102;"2022-11-02 00:00:00.000000"
2019-09-19;298;P00000459;92;10;154;C;32;102;"2022-11-02 00:00:00.000000"
2019-09-20;260;P00000459;15;7;63.7;C;30;103;"2022-11-02 00:00:00.000000"
2019-09-20;260;P00000459;15;7;63.7;C;30;103;"2022-11-02 00:00:00.000000"
2019-09-21;222;P00000459;36;4;11.2;P;28;23;"2022-11-02 00:00:00.000000"
2019-09-21;222;P00000459;36;4;11.2;P;28;23;"2022-11-02 00:00:00.000000"
2019-09-22;184;P00000459;57;1;19.5;C;26;67;"2022-11-02 00:00:00.000000"
2019-09-22;184;P00000459;57;1;19.5;C;26;67;"2022-11-02 00:00:00.000000"
2019-09-23;146;P00000459;78;13;171.6;C;24;45;"2022-11-02 00:00:00.000000"
2019-09-23;146;P00000459;78;13;171.6;C;24;45;"2022-11-02 00:00:00.000000"
2019-09-24;108;P00000459;1;10;69;P;22;114;"2022-11-02 00:00:00.000000"
2019-09-24;108;P00000459;1;10;69;P;22;114;"2022-11-02 00:00:00.000000"
2019-09-25;70;P00000459;22;7;4.2;C;20;81;"2022-11-02 00:00:00.000000"
2019-09-25;70;P00000459;22;7;4.2;C;20;81;"2022-11-02 00:00:00.000000"
2019-09-26;32;P00000459;43;4;69.2;C;18;2;"2022-11-02 00:00:00.000000"
2019-09-26;32;P00000459;43;4;69.2;C;18;2;"2022-11-02 00:00:00.000000"
2019-09-27;489;P00000459;64;1;11;P;16;118;"2022-11-02 00:00:00.000000"
2019-09-27;489;P00000459;64;1;11;P;16;118;"2022-11-02 00:00:00.000000"
2019-09-28;451;P00000459;85;13;61.1;C;14;85;"2022-11-02 00:00:00.000000"
2019-09-28;451;P00000459;85;13;61.1;C;14;85;"2022-11-02 00:00:00.000000"
2019-09-29;413;P00000459;8;10;214;C;12;26;"2022-11-02 00:00:00.000000"
2019-09-29;413;P00000459;8;10;214;C;12;26;"2022-11-02 00:00:00.000000"
2019-09-30;375;P00000459;29;7;105.7;P;10;65;"2022-11-02 00:00:00.000000"
2019-09-30;375;P00000459;29;7;105.7;P;10;65;"2022-11-02 00:00:00.000000"
2019-10-01;337;P00000458;50;4;35.2;C;8;86;"2022-11-02 00:00:00.000000"
2019-10-01;337;P00000458;50;4;35.2;C;8;86;"2022-11-02 00:00:00.000000"
2019-10-02;299;P00000458;71;1;2.5;C;6;47;"2022-11-02 00:00:00.000000"
2019-10-02;299;P00000458;71;1;2.5;C;6;47;"2022-11-02 00:00:00.000000"
2019-10-03;261;P00000458;92;13;249.6;P;4;79;"2022-11-02 00:00:00.000000"
2019-10-03;261;P00000458;92;13;249.6;P;4;79;"2022-11-02 00:00:00.000000"
2019-10-04;223;P00000458;15;10;129;C;2;42;"2022-11-02 00:00:00.000000"
2019-10-04;223;P00000458;15;10;129;C;2;42;"2022-11-02 00:00:00.000000"
2019-10-05;185;P00000458;36;7;46.2;C;49;112;"2022-11-02 00:00:00.000000"
2019-10-05;185;P00000458;36;7;46.2;C;49;112;"2022-11-02 00:00:00.000000"
2019-10-06;147;P00000458;57;4;1.2;P;47;27;"2022-11-02 00:00:00.000000"
2019-10-06;147;P00000458;57;4;1.2;P;47;27;"2022-11-02 00:00:00.000000"
2019-10-07;109;P00000458;78;1;17;C;45;113;"2022-11-02 00:00:00.000000"
2019-10-07;109;P00000458;78;1;17;C;45;113;"2022-11-02 00:00:00.000000"
2019-10-08;71;P00000458;1;13;139.1;C;43;13;"2022-11-02 00:00:00.000000"
2019-10-08;71;P00000458;1;13;139.1;C;43;13;"2022-11-02 00:00:00.000000"
2019-10-09;33;P00000458;22;10;44;P;41;36;"2022-11-02 00:00:00.000000"
2019-10-09;33;P00000458;22;10;44;P;41;36;"2022-11-02 00:00:00.000000"
2019-10-10;490;P00000458;43;7;147.7;C;39;31;"2022-11-02 00:00:00.000000"
2019-10-10;490;P00000458;43;7;147.7;C;39;31;"2022-11-02 00:00:00.000000"
2019-10-11;452;P00000458;64;4;59.2;C;37;56;"2022-11-02 00:00:00.000000"
2019-10-11;452;P00000458;64;4;59.2;C;37;56;"2022-11-02 00:00:00.000000"
2019-10-12;414;P00000458;85;1;8.5;P;35;17;"2022-11-02 00:00:00.000000"
2019-10-12;414;P00000458;85;1;8.5;P;35;17;"2022-11-02 00:00:00.000000"
2019-10-13;376;P00000458;8;13;28.6;C;33;98;"2022-11-02 00:00:00.000000"
2019-10-13;376;P00000458;8;13;28.6;C;33;98;"2022-11-02 00:00:00.000000"
2019-10-14;338;P00000458;29;10;189;C;31;29;"2022-11-02 00:00:00.000000"
2019-10-14;338;P00000458;29;10;189;C;31;29;"2022-11-02 00:00:00.000000"
2019-10-15;300;P00000457;50;7;88.2;P;29;16;"2022-11-02 00:00:00.000000"
2019-10-15;300;P00000457;50;7;88.2;P;29;16;"2022-11-02 00:00:00.000000"
2019-10-16;262;P00000457;71;4;25.2;C;27;66;"2022-11-02 00:00:00.000000"
2019-10-16;262;P00000457;71;4;25.2;C;27;66;"2022-11-02 00:00:00.000000"
2019-10-17;224;P00000457;92;1;0;C;25;76;"2022-11-02 00:00:00.000000"
2019-10-17;224;P00000457;92;1;0;C;25;76;"2022-11-02 00:00:00.000000"
2019-10-18;186;P00000457;15;13;217.1;P;23;74;"2022-11-02 00:00:00.000000"
2019-10-18;186;P00000457;15;13;217.1;P;23;74;"2022-11-02 00:00:00.000000"
2019-10-19;148;P00000457;36;10;104;C;21;48;"2022-11-02 00:00:00.000000"
2019-10-19;148;P00000457;36;10;104;C;21;48;"2022-11-02 00:00:00.000000"
2019-10-20;110;P00000457;57;7;28.7;C;19;82;"2022-11-02 00:00:00.000000"
2019-10-20;110;P00000457;57;7;28.7;C;19;82;"2022-11-02 00:00:00.000000"
2019-10-21;72;P00000457;78;4;83.2;P;17;63;"2022-11-02 00:00:00.000000"
2019-10-21;72;P00000457;78;4;83.2;P;17;63;"2022-11-02 00:00:00.000000"
2019-10-22;34;P00000457;1;1;14.5;C;15;102;"2022-11-02 00:00:00.000000"
2019-10-22;34;P00000457;1;1;14.5;C;15;102;"2022-11-02 00:00:00.000000"
2019-10-23;491;P00000457;22;13;106.6;C;13;103;"2022-11-02 00:00:00.000000"
2019-10-23;491;P00000457;22;13;106.6;C;13;103;"2022-11-02 00:00:00.000000"
2019-10-24;453;P00000457;43;10;19;P;11;23;"2022-11-02 00:00:00.000000"
2019-10-24;453;P00000457;43;10;19;P;11;23;"2022-11-02 00:00:00.000000"
2019-10-25;415;P00000457;64;7;130.2;C;9;67;"2022-11-02 00:00:00.000000"
2019-10-25;415;P00000457;64;7;130.2;C;9;67;"2022-11-02 00:00:00.000000"
2019-10-26;377;P00000457;85;4;49.2;C;7;45;"2022-11-02 00:00:00.000000"
2019-10-26;377;P00000457;85;4;49.2;C;7;45;"2022-11-02 00:00:00.000000"
2019-10-27;339;P00000457;8;1;6;P;5;114;"2022-11-02 00:00:00.000000"
2019-10-27;339;P00000457;8;1;6;P;5;114;"2022-11-02 00:00:00.000000"
2019-10-28;301;P00000457;29;13;295.1;C;3;81;"2022-11-02 00:00:00.000000"
2019-10-28;301;P00000457;29;13;295.1;C;3;81;"2022-11-02 00:00:00.000000"
2019-10-29;263;P00000456;50;10;164;C;1;2;"2022-11-02 00:00:00.000000"
2019-10-29;263;P00000456;50;10;164;C;1;2;"2022-11-02 00:00:00.000000"
2019-10-30;225;P00000456;71;7;70.7;P;48;118;"2022-11-02 00:00:00.000000"
2019-10-30;225;P00000456;71;7;70.7;P;48;118;"2022-11-02 00:00:00.000000"
